Mean Precision,Max Precision,Min Precision
0.6842852616000479,1.0,0.4357142857142857
0.5,0.5,0.5
0.755415251161909,1.0,0.46616541353383456
0.771365284772462,1.0,0.4691358024691358
0.7477669573186746,1.0,0.45517241379310347
0.7401737315742467,0.9787234042553191,0.5352112676056338
0.6752053501752607,0.92,0.5225806451612903
