Mean Accuracy,Max Accuracy,Min Accuracy
0.6960333333333334,0.7433333333333333,0.6233333333333333
0.6975666666666668,0.7566666666666667,0.6333333333333333
0.6991666666666668,0.76,0.6033333333333334
0.6981666666666666,0.77,0.6433333333333333
0.6823333333333335,0.75,0.6066666666666667
0.5622,0.6966666666666667,0.43
0.6955666666666667,0.77,0.62
0.7001333333333334,0.76,0.6366666666666667
