Mean Precision,Max Precision,Min Precision
0.897626562145152,0.9313691495731852,0.8551490514905149
0.8929152647984546,0.9296018657337998,0.8418367346938775
0.7998763348866111,0.8599773806310832,0.7593696215155464
0.7979674069078524,0.8568400983556925,0.7362795260116002
0.9156491266635856,0.9533333333333335,0.8718347751451375
0.8645182986576639,0.9173210068018935,0.8089963732238538
0.7591310903943667,0.8582576511237338,0.6056129279020847
0.7905251026821309,0.7905251026821309,0.7905251026821309
0.6792509965497605,0.6792509965497605,0.6792509965497605
0.9173634336677816,0.9173634336677816,0.9173634336677816
0.7275686359844776,0.7275686359844776,0.7275686359844776
0.8438021720362924,0.8438021720362924,0.8438021720362924
