Mean Precision,Max Precision,Min Precision
0.6741829317235483,0.8888888888888888,0.4942528735632184
0.6769705506298651,0.8365384615384616,0.44029850746268656
0.6606946135028035,1.0,0.43790849673202614
0.7393244039891854,1.0,0.4084507042253521
0.7452193437084635,1.0,0.4626865671641791
0.7632725061274293,1.0,0.48484848484848486
0.67884080178926,1.0,0.4358974358974359
0.7304444116968669,1.0,0.4393939393939394
0.6728743013907381,1.0,0.3783783783783784
0.7503968128833124,1.0,0.39473684210526316
0.8160825144374947,1.0,0.6013071895424836
0.8115186505621003,1.0,0.6017699115044248
0.7088804717726348,1.0,0.5029585798816568
0.7682532868587796,1.0,0.5033112582781457
0.6787878193351023,1.0,0.40601503759398494
0.6263092652701532,1.0,0.3643410852713178
0.6864164099529593,1.0,0.4591194968553459
0.5665569176013014,1.0,0.42657342657342656
0.7074765390595417,1.0,0.40816326530612246
0.7101689765491231,1.0,0.44871794871794873
0.686834368633871,1.0,0.34265734265734266
0.7590231346073922,1.0,0.4720496894409938
0.6633633069288795,1.0,0.4253731343283582
0.760702556119832,1.0,0.4506172839506173
0.6825008605441211,1.0,0.42011834319526625
0.6658668768229502,0.9263157894736842,0.4527027027027027
0.7095495843800579,1.0,0.4429530201342282
0.7491715468561294,1.0,0.46464646464646464
0.740058634739759,1.0,0.4863013698630137
0.730470930159763,1.0,0.4472049689440994
0.7403618540410569,1.0,0.47058823529411764
0.7742707112681195,1.0,0.49635036496350365
0.7357317089412518,0.9911504424778761,0.4888888888888889
0.7536586159050763,1.0,0.45930232558139533
0.7321229527005209,1.0,0.4430379746835443
0.7580901408434826,1.0,0.47619047619047616
0.7305615730362055,1.0,0.4666666666666667
0.6394849785407726,0.6394849785407726,0.6394849785407726
1.0,1.0,1.0
0.9893617021276596,0.9893617021276596,0.9893617021276596
0.727761663713705,1.0,0.4797297297297297
0.8349267030136264,1.0,0.47058823529411764
0.8163396918069066,1.0,0.46258503401360546
0.8171462504297325,1.0,0.43478260869565216
0.6118421052631579,0.6118421052631579,0.6118421052631579
0.6966824644549763,0.6966824644549763,0.6966824644549763
0.9390243902439024,0.9390243902439024,0.9390243902439024
0.7601982423395951,1.0,0.4726027397260274
0.7527713306666535,1.0,0.464
0.6866359447004609,0.6866359447004609,0.6866359447004609
0.6930232558139535,0.6930232558139535,0.6930232558139535
0.6060606060606061,0.6060606060606061,0.6060606060606061
0.818013801884784,1.0,0.49673202614379086
0.8334950851687727,1.0,0.5075757575757576
0.7959767261325686,1.0,0.4277456647398844
0.8157441445260587,1.0,0.46621621621621623
0.7853314959746847,1.0,0.4897959183673469
0.7198067632850241,0.7198067632850241,0.7198067632850241
0.7872855062073111,1.0,0.48299319727891155
0.5328947368421053,0.5328947368421053,0.5328947368421053
0.8218649125800148,1.0,0.4759036144578313
0.7799536734478123,1.0,0.42962962962962964
0.8169026479534384,1.0,0.4589041095890411
